==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 2845665 (/home/ubuntu/tinygrad-arkey/docs/task_workflow/evidence/nv-qokv-roofline-20260827/stripe-artifacts/gate)
==PROF== Disconnected from process 2845665
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes.sum","byte","14171904"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_read.sum","byte","14171904"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_op_write.sum","byte","0"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","61.56"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","gpu__time_duration.sum","ns","13088"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","launch__occupancy_limit_registers","block","40"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","launch__registers_per_thread","register/thread","43"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","lts__t_bytes.sum","byte","16042304"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","smsp__inst_executed.sum","inst","7219200"
"0","2845665","gate","127.0.0.1","q4k_projection_group_one_task_interleaved_6144_4096","1","7","(32, 1, 1)","(6144, 1, 1)","0","12.0","Command line profiler metrics","smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct","%","69.83"
