QK_GENERATED_POLICY_DEBUG loaded=bench/qk-policy-cap-20260612/32b-1536mb/policy.json entries=449
Q4K_PRIMITIVE_DEBUG installed=112 skipped_total=595 not_q4_k=322 policy_fused=272 policy_missing=1
Q4K_PRIMITIVE_DEBUG installed_linears blk.0.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.1.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.2.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.3.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.4.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.5.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.6.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.7.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] ...+104
Q6K_PRIMITIVE_DEBUG installed=32 skipped_total=675 not_q6_k=642 policy_fused=33
Q6K_PRIMITIVE_DEBUG installed_linears blk.0.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.1.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.2.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.3.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.4.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.5.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.6.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.7.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] ...+24
using model "Qwen3 32B Awq Compatible Instruct" with 19,762,149,024 bytes and 32,762,123,264 params
scheduled     3 kernels in    12.36 ms | CACHE MISS 50c9ac64 |   47654 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   357.46 ms | CACHE MISS fe198419 |   69856 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   252.14 ms | CACHE MISS 019a16cd |   71234 uops in cache | <frozen runpy>:88
scheduled   977 kernels in  4288.34 ms | CACHE MISS 4063148b |   79485 uops in cache | <frozen runpy>:88
memory reduced from 7359.63 MB -> 70.00 MB, 1928 -> 1 bufs
scheduled    20 kernels in   217.06 ms | CACHE MISS fdea76a4 |  100559 uops in cache | <frozen runpy>:88
scheduled    21 kernels in   152.92 ms | CACHE MISS 19ae0c46 |  101068 uops in cache | <frozen runpy>:88
scheduled    20 kernels in   160.89 ms | CACHE MISS 2fb5afe6 |  101637 uops in cache | <frozen runpy>:88
scheduled    74 kernels in   137.12 ms | CACHE MISS e3e5204f |  102255 uops in cache | <frozen runpy>:88
memory reduced from 157.04 MB -> 2.16 MB, 1030 -> 1 bufs
scheduled     3 kernels in     1.47 ms |  cache hit 50c9ac64 |  122347 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   181.68 ms | CACHE MISS a35eabb2 |  125850 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   169.19 ms | CACHE MISS 802b4745 |  125875 uops in cache | <frozen runpy>:88
scheduled    74 kernels in   185.08 ms | CACHE MISS 5aa44a14 |  126268 uops in cache | <frozen runpy>:88
JIT captured 1 linears with 2 inputs
memory reduced from 7402.72 MB -> 71.26 MB, 1544 -> 1 bufs
scheduled    20 kernels in     3.03 ms |  cache hit fdea76a4 |  129810 uops in cache | <frozen runpy>:88
scheduled    21 kernels in     1.84 ms |  cache hit 19ae0c46 |  129826 uops in cache | <frozen runpy>:88
scheduled    20 kernels in     1.23 ms |  cache hit 2fb5afe6 |  129874 uops in cache | <frozen runpy>:88
scheduled    74 kernels in     3.75 ms |  cache hit e3e5204f |  129967 uops in cache | <frozen runpy>:88
JIT captured 1 linears with 2 inputs
memory reduced from 161.47 MB -> 3.43 MB, 1240 -> 1 bufs
314.92 ms,   3.18 tok/s,   63.12 GB/s, 19876/23586 MB  --  !ll
232.04 ms,   4.31 tok/s,   83.63 GB/s, 19404/23586 MB  --  !ll\n
233.26 ms,   4.29 tok/s,   83.21 GB/s, 19409/23586 MB  --  !ll\nThe
232.54 ms,   4.30 tok/s,   83.49 GB/s, 19414/23586 MB  --  !ll\nThe sum
235.37 ms,   4.25 tok/s,   82.51 GB/s, 19419/23586 MB  --  !ll\nThe sum of
247.87 ms,   4.03 tok/s,   78.37 GB/s, 19424/23586 MB  --  !ll\nThe sum of the
236.04 ms,   4.24 tok/s,   82.31 GB/s, 19429/23586 MB  --  !ll\nThe sum of the first
247.60 ms,   4.04 tok/s,   78.49 GB/s, 19434/23586 MB  --  !ll\nThe sum of the first $
257.74 ms,   3.88 tok/s,   75.42 GB/s, 19439/23586 MB  --  !ll\nThe sum of the first $n
232.93 ms,   4.29 tok/s,   83.47 GB/s, 19444/23586 MB  --  !ll\nThe sum of the first $n$
231.02 ms,   4.33 tok/s,   84.19 GB/s, 19449/23586 MB  --  !ll\nThe sum of the first $n$ terms
231.08 ms,   4.33 tok/s,   84.19 GB/s, 19453/23586 MB  --  !ll\nThe sum of the first $n$ terms of
230.17 ms,   4.34 tok/s,   84.54 GB/s, 19458/23586 MB  --  !ll\nThe sum of the first $n$ terms of an
231.61 ms,   4.32 tok/s,   84.04 GB/s, 19463/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic
230.99 ms,   4.33 tok/s,   84.28 GB/s, 19468/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence
232.76 ms,   4.30 tok/s,   83.66 GB/s, 19473/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is
230.92 ms,   4.33 tok/s,   84.35 GB/s, 19478/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is
231.11 ms,   4.33 tok/s,   84.30 GB/s, 19483/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 1
231.12 ms,   4.33 tok/s,   84.32 GB/s, 19488/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 10
231.21 ms,   4.33 tok/s,   84.31 GB/s, 19493/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100
231.33 ms,   4.32 tok/s,   84.29 GB/s, 19498/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100,
230.71 ms,   4.33 tok/s,   84.53 GB/s, 19503/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and
231.99 ms,   4.31 tok/s,   84.09 GB/s, 19508/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the
231.37 ms,   4.32 tok/s,   84.34 GB/s, 19512/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum
231.34 ms,   4.32 tok/s,   84.37 GB/s, 19517/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of
234.06 ms,   4.27 tok/s,   83.41 GB/s, 19522/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the
231.21 ms,   4.33 tok/s,   84.46 GB/s, 19527/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first
233.26 ms,   4.29 tok/s,   83.74 GB/s, 19532/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $
231.80 ms,   4.31 tok/s,   84.29 GB/s, 19537/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2
230.96 ms,   4.33 tok/s,   84.61 GB/s, 19542/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n
232.49 ms,   4.30 tok/s,   84.08 GB/s, 19547/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$
233.36 ms,   4.29 tok/s,   83.79 GB/s, 19552/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms
232.32 ms,   4.30 tok/s,   84.18 GB/s, 19557/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is
231.59 ms,   4.32 tok/s,   84.47 GB/s, 19562/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is
233.14 ms,   4.29 tok/s,   83.93 GB/s, 19566/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1
231.19 ms,   4.33 tok/s,   84.66 GB/s, 19571/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 10
232.55 ms,   4.30 tok/s,   84.18 GB/s, 19576/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 100
231.99 ms,   4.31 tok/s,   84.41 GB/s, 19581/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000
231.99 ms,   4.31 tok/s,   84.43 GB/s, 19586/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000.
232.12 ms,   4.31 tok/s,   84.40 GB/s, 19591/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What
232.02 ms,   4.31 tok/s,   84.46 GB/s, 19596/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is
245.22 ms,   4.08 tok/s,   79.94 GB/s, 19601/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the
245.57 ms,   4.07 tok/s,   79.84 GB/s, 19606/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum
236.28 ms,   4.23 tok/s,   83.00 GB/s, 19611/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of
232.03 ms,   4.31 tok/s,   84.54 GB/s, 19616/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the
234.10 ms,   4.27 tok/s,   83.82 GB/s, 19621/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first
249.05 ms,   4.02 tok/s,   78.80 GB/s, 19625/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $
237.24 ms,   4.22 tok/s,   82.75 GB/s, 19630/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3
232.79 ms,   4.30 tok/s,   84.35 GB/s, 19635/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n
232.37 ms,   4.30 tok/s,   84.52 GB/s, 19640/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$
232.93 ms,   4.29 tok/s,   84.34 GB/s, 19645/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms
240.76 ms,   4.15 tok/s,   81.62 GB/s, 19650/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n
232.14 ms,   4.31 tok/s,   84.67 GB/s, 19655/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>
231.90 ms,   4.31 tok/s,   84.78 GB/s, 19660/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\n
232.89 ms,   4.29 tok/s,   84.44 GB/s, 19665/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay
235.16 ms,   4.25 tok/s,   83.65 GB/s, 19670/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay,
234.02 ms,   4.27 tok/s,   84.07 GB/s, 19675/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so
239.81 ms,   4.17 tok/s,   82.07 GB/s, 19680/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I
238.86 ms,   4.19 tok/s,   82.41 GB/s, 19684/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need
232.80 ms,   4.30 tok/s,   84.58 GB/s, 19689/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to
232.72 ms,   4.30 tok/s,   84.63 GB/s, 19694/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find
232.61 ms,   4.30 tok/s,   84.69 GB/s, 19699/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the
231.78 ms,   4.31 tok/s,   85.01 GB/s, 19704/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum
291.46 ms,   3.43 tok/s,   67.62 GB/s, 19709/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of
288.85 ms,   3.46 tok/s,   68.25 GB/s, 19714/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the
288.87 ms,   3.46 tok/s,   68.26 GB/s, 19719/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first
285.49 ms,   3.50 tok/s,   69.09 GB/s, 19724/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first
278.60 ms,   3.59 tok/s,   70.82 GB/s, 19729/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3
275.87 ms,   3.62 tok/s,   71.53 GB/s, 19734/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n
277.95 ms,   3.60 tok/s,   71.02 GB/s, 19739/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms
281.68 ms,   3.55 tok/s,   70.09 GB/s, 19743/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of
358.16 ms,   2.79 tok/s,   55.14 GB/s, 19748/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an
236.00 ms,   4.24 tok/s,   83.70 GB/s, 19753/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic
232.86 ms,   4.29 tok/s,   84.85 GB/s, 19758/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence
233.11 ms,   4.29 tok/s,   84.78 GB/s, 19763/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence,
